,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
713,00fK0,r2q1r2/pp3pk1/2np1Np1/2pN1b2/2B4Q/3P4/PPP3PP/R5K1 b - - 1 17,f5e6 h4h7,879,101,95,234,mate mateIn1 middlegame oneMove,https://lichess.org/PSCBXZwl/black#33,Sicilian_Defense Sicilian_Defense_Closed
714,00fN2,r2qkb1r/pp2nppp/4p3/1N1pP3/8/4BQ1P/PP3PP1/R4RK1 b kq - 4 14,a7a6 b5d6 d8d6 e5d6,1011,76,89,231,advantage middlegame short,https://lichess.org/cdN4TcuY/black#27,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
715,00fN7,N1bk4/pp1p1R2/5bB1/4p3/4n3/8/PB2r3/2K5 b - - 5 24,e2f2 f7f8 d8e7 f8e8 e7d6 g6e4 f2b2 c1b2,2361,83,75,74,advantage fork middlegame veryLong,https://lichess.org/hpYXRUS4/black#47,
716,00fTw,r2qk2r/4bpp1/4pn1p/pp1pPb2/2p2P1B/P1P1P3/1P2B1PP/RN1Q1RK1 b kq - 0 13,f5b1 e5f6 e7f6 h4f6,1665,75,83,193,advantage middlegame short,https://lichess.org/Y5xbRkWE/black#25,Bird_Opening Bird_Opening_Dutch_Variation
717,00fVJ,8/5pkp/PQ4p1/4p3/RP1pP3/8/2rq1PPP/5BK1 w - - 0 36,b6b5 d2f2 g1h1 c2c1,1409,240,82,12,crushing endgame short,https://lichess.org/Y0F35PWK#70,
718,00fXd,8/Q5b1/p2kp3/1p2qpN1/1P6/P7/4nPP1/5K2 b - - 5 46,d6d5 a7c5,1374,75,93,1410,endgame master mate mateIn1 oneMove,https://lichess.org/PkmRzeiI/black#91,
719,00fXf,6k1/5p2/3bbq2/p2p2pp/N2Pn3/P3PN1P/4BPP1/2Q3K1 w - - 0 31,a4c5 d6c5 d4c5 g5g4,2236,80,90,778,advantage middlegame short,https://lichess.org/1Sr4mXWb#60,
720,00fZM,5rk1/1q3r1p/3p2RQ/3p4/3B4/2P2P2/P5PP/6K1 b - - 0 30,h7g6 h6h8,877,79,96,2430,endgame mate mateIn1 oneMove,https://lichess.org/F6b275RM/black#59,
721,00fba,3r2k1/p3qp1p/6p1/P7/3r4/2Q4P/n4PP1/1RR2BK1 w - - 2 31,c3c7 d4d7 c7c5 a2c1 c5e7 d7e7,1940,74,93,5577,crushing long master middlegame,https://lichess.org/PuG50RPy#60,
722,00fgg,4r1k1/p4ppp/8/8/8/8/PP1b1PPP/K2R4 w - - 0 21,d1d2 e8e1 d2d1 e1d1,590,93,63,191,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AjVJZKD1#40,
723,00fky,5rk1/ppqb1p1p/2p2Bp1/3p4/8/2P2Q2/PP3PPP/4R1K1 b - - 0 19,f8e8 e1e8 d7e8 f3e3 c7d6 e3e8,1802,75,91,145,advantage endgame kingsideAttack long,https://lichess.org/XuK4pm8q/black#37,
724,00fmc,1r1r2k1/2p3b1/p1q4p/3pP1pb/P2B1p2/1B3P2/1P4PP/R2QR1K1 w - - 7 29,e5e6 g7d4 d1d4 b8b3,1459,74,91,1563,advantage middlegame short,https://lichess.org/KIWMqJFV#56,
725,00ft3,8/p7/2R3p1/4Nnk1/2P4p/7K/Pr6/8 b - - 3 50,g5f4 e5d3 f4g5 d3b2,1264,79,86,826,crushing endgame fork short,https://lichess.org/CFT5b92o/black#99,
726,00fwM,Qn1qk2r/p4ppp/2p5/2bn4/4pPb1/2N5/PPPP2PP/R1B1KBNR w KQk - 1 9,h2h3 d8h4 g2g3 h4g3,1239,74,94,3548,mate mateIn2 opening short,https://lichess.org/REHlrlvo#16,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
727,00g2W,6k1/1q4p1/p2P2B1/8/5Q1P/6P1/P6K/4r3 w - - 5 36,f4f2 b7h1,726,94,47,38,endgame mate mateIn1 oneMove,https://lichess.org/QG0oodxm#70,
728,00g5t,5rk1/p1p3p1/bp2p2p/5p2/2qPB3/2P5/2Q2PPP/R4RK1 w - - 0 24,a1a4 c4f1,1246,104,76,46,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aVCFv31r#46,
729,00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1347,88,82,800,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vnNaoc4v/black#69,
730,00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,837,77,98,568,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JhG6365X/black#75,
731,00gSv,r2qk2r/1p5p/p2b1p2/3p1Q2/3Bn3/P3P2P/2P2PP1/RN2K1NR w KQkq - 1 16,f5d5 d6b4 a3b4 d8d5,1104,83,79,92,advantage discoveredAttack middlegame short,https://lichess.org/TKSc9fWZ#30,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
732,00gcY,3r2k1/5ppp/b3p3/3q4/3r4/p2PQP1P/3R1NPK/R7 w - - 0 35,a1a3 d5d6 h2h1 d6a3,1469,77,68,66,crushing fork middlegame short,https://lichess.org/m6ztJedJ#68,
733,00ggZ,2r2r1k/1pP3pp/p3b3/P7/1P5Q/4q1P1/6PK/RB6 b - - 4 37,c8c7 h4h7,753,84,86,85,mate mateIn1 middlegame oneMove,https://lichess.org/gCG08rHD/black#73,
734,00ghH,5r1k/6p1/1Q2pq1p/P4r2/3P4/2P1R3/6PP/4R1K1 w - - 1 39,d4d5 f5f1 e1f1 f6f1,617,79,100,506,endgame mate mateIn2 short,https://lichess.org/ycQ7nVZM#76,
735,00gpa,r1b2rk1/qp3pp1/p3p2p/8/8/P5P1/1PBB2P1/2RQ3K b - - 0 21,f8d8 d2e3 d8d1 c1d1 g8f8 e3a7 a8a7 d1d8 f8e7 d8c8,2300,77,89,258,advantage fork middlegame sacrifice veryLong,https://lichess.org/tgE8FK8D/black#41,
736,00gsT,1r3rk1/p4pp1/4p2p/1Q2Pn2/1b1P4/4BN2/q4PPP/2R2RK1 w - - 1 19,c1a1 a2a1 f1a1 b8b5,1464,74,91,4953,crushing middlegame short,https://lichess.org/Uwrjbb82#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
737,00gtb,3q2k1/1Q3p1p/1p4p1/pP1pP3/P1r5/7P/6P1/3R2K1 w - - 0 31,d1d5 c4c1 g1h2 d8g5 b7b8 g8g7 e5e6 g5d5,1469,197,-100,8,crushing endgame veryLong,https://lichess.org/EYvcgkvd#60,
738,00gyK,5rk1/5pp1/3p3p/4p1N1/8/PR6/1p3PPP/6K1 w - - 0 33,g5e4 f8c8 g2g3 c8c1,1658,74,95,2977,crushing endgame quietMove short,https://lichess.org/LK8qER3u#64,
739,00h5T,1r2r1k1/3p1pb1/p2q2pp/1p3P2/3p4/P6Q/BPP3PP/4RRK1 b - - 0 23,g6g5 e1e8 b8e8 f5f6,1810,77,77,76,crushing kingsideAttack master middlegame short,https://lichess.org/EzIYa6oA/black#45,
740,00h7S,8/p1N3pp/5k2/2PB2b1/1P4b1/P6r/6K1/4R3 b - - 0 31,h3d3 c7e8 f6g6 d5e4,1721,96,83,21,crushing endgame short,https://lichess.org/3HiYfIf1/black#61,
741,00h8X,r4r1k/pp1q1pb1/2npbn1p/2p1p3/4P3/1BPP1Q2/PP3P1N/RNB2KR1 b - - 9 17,e6b3 c1h6 g7h6 f3f6 h8h7 h2g4 d7e6 a2b3 e6f6 g4f6,2493,87,82,100,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/8ji7Sjgz/black#33,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
742,00h8Z,5k2/p1R4R/1p4p1/3r3q/3P4/2P2rQp/PP5K/8 b - - 4 36,f3g3 c7c8 d5d8 c8d8,1517,76,81,130,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/UAWACryx/black#71,
743,00h95,7k/Q1p3p1/5p1p/3q4/3Pr3/4P3/P4P1P/1R4K1 w - - 2 26,a7c5 e4g4 g1f1 d5h1 f1e2 h1b1,1712,75,83,65,crushing endgame long skewer,https://lichess.org/awh9vUFg#50,
744,00hCU,r1b2r2/1p5k/3p2pp/p1PBb3/2Pp1p2/P2P2Pq/3B1P1P/1R1QR1K1 w - - 0 26,c5c6 f4g3 f2g3 f8f2 g1f2 h3h2,2788,95,96,271,attraction crushing deflection kingsideAttack long middlegame sacrifice,https://lichess.org/mc07lrmk#50,
745,00hJY,3R4/5p1k/p5pp/6q1/1P4P1/P3rP1P/2Q5/6K1 w - - 0 35,d8d7 g5f4 c2f2 e3f3 f2f3 f4f3,2486,82,93,685,crushing endgame long,https://lichess.org/Qq8MVHpO#68,
746,00hNY,8/p7/1p3k2/8/n1K1P3/3N4/P7/8 b - - 0 44,a4c5 d3c5 b6c5 c4d5,2270,84,81,152,crushing endgame knightEndgame short,https://lichess.org/MGfDzlcO/black#87,
747,00hSW,2R5/4b1pk/1r5p/2pPN3/1p2P3/3P4/4K1PP/8 w - - 1 39,e5d7 b4b3 d5d6 e7d6 d7b6 b3b2 b6c4 b2b1q,1728,75,94,9175,advancedPawn advantage endgame master promotion sacrifice veryLong,https://lichess.org/56G5UTGb#76,
748,00hSr,r4rk1/5p2/1q2pnRP/p2p4/1ppP4/2P1P3/PPQN1P2/2K4R b - - 0 21,f7g6 c2g6 g8h8 g6g7,974,83,94,5720,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FSHLYhgq/black#41,
749,00hUl,2kr4/1pq2p2/p3p1p1/2b1n2p/Q1P2B2/7P/P3BPP1/1R4K1 b - - 1 24,c5d6 c4c5 c7c6 a4c6,1799,75,90,918,crushing middlegame queensideAttack short,https://lichess.org/YyZRpbZ3/black#47,
750,00hYk,8/8/1n4p1/4kp1p/7P/1B2KPP1/8/8 b - - 0 54,b6d5 b3d5 e5d5 e3f4,1221,75,94,4182,crushing endgame short,https://lichess.org/rWJb7AjE/black#107,
751,00hbV,8/pk1r1bR1/1p6/8/2P2N2/1P6/1K6/8 b - - 21 60,f7e6 f4e6 d7g7 e6g7,889,77,97,1020,crushing endgame hangingPiece short,https://lichess.org/DL4VBFov/black#119,
752,00hsd,5k2/p4p2/1p6/3p1R2/7Q/P2Pr1KP/6P1/6q1 w - - 3 40,f5f3 g1e1 g3g4 e1h4 g4h4 e3f3,1659,79,79,63,crushing endgame long,https://lichess.org/vU9uQUNU#78,
753,00huB,3r2k1/ppp1bppp/2n5/8/4P1b1/1P3N2/PBP1P1PP/2K2B1R w - - 2 16,h2h3 g4f3 e2f3 e7g5 c1b1 d8d1,1406,76,78,214,crushing long middlegame,https://lichess.org/r7cF2rXM#30,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
754,00huW,8/3k4/p6p/1p2Q1pP/3P2b1/1PP2qP1/P3p3/1K2R3 w - - 3 44,d4d5 f3d3 b1b2 d3d2 b2a3 d2e1,1410,75,100,761,advantage endgame fork long,https://lichess.org/twVFxiv1#86,
755,00hxr,r4rk1/pp3ppp/4p3/3pB1qB/Q1p5/2PbP3/PP1N1P1P/R3K2R w KQ - 0 15,e5g7 g5h5 a4d1 h5d1 a1d1 g8g7,1618,74,93,1285,advantage hangingPiece long middlegame,https://lichess.org/4QIugid6#28,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
756,00i6P,1r2R2k/3P2p1/p4q1p/8/2P5/5P2/P4P1P/6K1 b - - 1 34,f6f8 e8f8 b8f8 c4c5 f8d8 c5c6,1346,75,100,633,advantage endgame long quietMove,https://lichess.org/HxIkxV0Q/black#67,
757,00i7t,4r2k/p4r1p/2pp1Q2/2p5/3b1P2/3P2R1/PqPB2PP/4RK2 b - - 0 21,d4f6 e1e8 f7f8 e8f8,927,90,84,145,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fBWee6U4/black#41,
758,00iAF,7k/pQ4p1/2p4p/4r3/3r1p1n/6N1/PP2R1PP/6K1 b - - 0 30,f4g3 b7b8 h8h7 b8e5,1520,90,60,33,crushing endgame fork short,https://lichess.org/r62eqxQB/black#59,
759,00iLe,r1b1r1k1/pp1n1pb1/3p1q1p/2pP2p1/2P1B3/4PNB1/PPQ2PPP/2KR3R w - - 1 15,h2h4 e8e4 h4g5 h6g5,1801,76,97,303,crushing middlegame short,https://lichess.org/fBB50Rwf#28,Torre_Attack Torre_Attack_Fianchetto_Defense
760,00iQC,1k1r1b1r/4q3/QBpp4/4p3/4P2p/5p2/P5PP/4R1K1 b - - 0 28,d8d7 e1b1 d7b7 b6a7 b8c8 a6c6 e7c7 c6e8,2042,75,91,1052,crushing discoveredAttack exposedKing middlegame queensideAttack quietMove veryLong,https://lichess.org/Yg1J59NW/black#55,
761,00iQD,8/8/8/3K2kp/8/2P1P3/8/8 w - - 0 50,c3c4 h5h4 d5e4 g5g4 c4c5 h4h3 e4e5 h3h2 c5c6 h2h1q,1755,74,95,9614,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/dDMWuoiZ#98,
762,00igM,1k6/1p4R1/2p2p1P/8/2r5/p6K/8/8 b - - 0 39,c4e4 h6h7,1343,78,82,89,advancedPawn crushing endgame oneMove rookEndgame,https://lichess.org/HEu1qD1v/black#77,
763,00ioV,6k1/5Rp1/p6p/1p2P3/1qp1pNQ1/2n1P3/5KPP/3r4 b - - 0 31,g8f7 g4e6 f7f8 f4g6,1872,78,95,14337,endgame mate mateIn2 short,https://lichess.org/IIOYa9Ac/black#61,
764,00ir2,8/6kp/p2P2b1/2p5/2P5/P5P1/1rPR1K2/8 b - - 0 40,b2c2 d2c2 g6c2 d6d7,1364,78,76,89,advancedPawn crushing endgame short,https://lichess.org/9dmwAePJ/black#79,
765,00irz,8/2r1ppk1/8/3P2pP/1Kp1Pp2/1bR5/4BP2/8 w - - 8 40,e2c4 c7c4 c3c4 b3c4 b4c4 f7f6,2722,94,88,472,crushing defensiveMove endgame long,https://lichess.org/H4eT5TpG#78,
766,00isY,rnbqkb1r/ppp3pp/5n2/3P1p2/4pB2/2N5/PP3PPP/R2QKBNR b KQkq - 0 7,f8b4 d1a4 c7c6 a4b4,1531,75,95,14779,crushing fork master opening short,https://lichess.org/1q2x0Fv6/black#13,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
767,00itj,8/1pB5/3P2k1/3r2p1/8/4PK1P/7P/8 b - - 2 42,g6f5 e3e4 f5e6 e4d5,897,100,86,46,crushing endgame fork short,https://lichess.org/LAGoAAgQ/black#83,
768,00ivI,2r2rk1/1p2b1p1/p2p1n1p/P2qpQ2/8/2P1BP2/1P1N2PP/3R1RK1 b - - 0 21,d5a5 f5e6 g8h7 e6e7,1556,77,94,14551,advantage fork middlegame short,https://lichess.org/wdThMmrO/black#41,
769,00iyx,2kr1b1r/pp3ppp/2p1pq2/6B1/2P3Q1/7P/P4PP1/1R3RK1 b - - 3 19,f6g6 g5d8 g6g4 h3g4,907,79,98,2796,advantage middlegame short,https://lichess.org/vut9HU3T/black#37,Scandinavian_Defense Scandinavian_Defense_Main_Line
770,00j1r,8/2rkb3/1p6/6P1/5q2/3R4/Q1P1K3/8 b - - 4 37,d7c6 a2d5,1589,76,91,2409,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/2Nj3D5mV/black#73,
771,00j3i,5rk1/R5p1/5q1p/8/3p4/1P4Q1/P3rPPP/5RK1 w - - 2 38,g3g4 f6f2 f1f2 e2e1 f2f1 e1f1,1584,76,96,4297,endgame long mate mateIn3 sacrifice,https://lichess.org/InWtDWaB#74,
772,00j6z,r4r2/ppp1qpk1/3p1n2/2bNp3/2B1P1pR/3P2B1/PPPK1P2/7R b - - 3 18,f6d5 h4g4 e7g5 g4g5,2299,78,85,223,crushing middlegame short,https://lichess.org/Q62gkDZE/black#35,Italian_Game Italian_Game_Giuoco_Pianissimo
773,00j8y,3kr2r/2p2p1p/1p2p3/pQ1PP3/4q1n1/B5K1/P1P4P/3R1R2 b - - 4 25,d8c8 b5a6 c8b8 a3d6 e4e5 d6e5,2414,90,85,58,crushing long middlegame,https://lichess.org/ur2vjM1B/black#49,
774,00j9Q,rnb2r1k/2q2p1p/p2p1bp1/1p2pN2/4P1QN/3B3R/PPP2PPP/R5K1 b - - 1 19,g6f5 h4f5 c8f5 g4f5,1986,76,92,3178,advantage middlegame short,https://lichess.org/SalKpiT9/black#37,Sicilian_Defense Sicilian_Defense_Kan_Variation
775,00jHX,6k1/2b3pn/1p5p/2p1N1n1/8/P1BP2PP/2b1NP1K/5B2 w - - 3 37,e2f4 c7e5 c3e5 g5f3 h2g2 f3e5,1391,72,96,18934,advantage fork long middlegame,https://lichess.org/SvujXQY8#72,
776,00jIG,8/2p5/2B2k2/pp6/2bP1K2/P1P5/1P5p/8 w - - 0 47,c6e4 f6e6 f4g3 c4d5 g3h2 d5e4,2262,75,53,134,bishopEndgame crushing endgame long,https://lichess.org/810w8Q0F#92,
777,00jNk,7r/2Q2pb1/3ppk1p/5Bp1/3P4/1N2P1P1/Pr2qPP1/R5KR w - - 6 29,c7d6 e2f2 g1h2 f2g2,965,91,93,2813,fork mate mateIn2 middlegame short,https://lichess.org/aOJ6ffu5#56,
778,00jPH,1k1r3r/1b1p1p2/p3p3/1p2Pn2/3n2Np/P1Q5/1P3PPP/1B2NRK1 w - - 2 26,b1f5 d4e2 g1h1 e2c3,1400,75,94,6808,advantage fork middlegame short,https://lichess.org/01iokLOA#50,
779,00jPw,r3r1k1/ppp2p2/1b5Q/3PP2n/2B3bq/2N5/PP4PP/R4R1K w - - 1 18,f1f7 h5g3,1007,75,96,1617,mate mateIn1 middlegame oneMove pin,https://lichess.org/rMGqxihy#34,Italian_Game Italian_Game_Classical_Variation
780,00jXD,3r2k1/p4pp1/1bN2q1p/8/Q3p3/P3P2P/5PP1/2R3K1 b - - 5 31,d8c8 c6e7 f6e7 c1c8,927,90,79,285,crushing discoveredAttack endgame short,https://lichess.org/JvQRcqwH/black#61,
781,00jXF,r1b1r1k1/ppp2ppp/2nb1q2/4N3/2BPQB2/8/PPP3PP/2KR3R w - - 5 13,c4f7 f6f7 e5f7 e8e4,1402,75,90,735,advantage middlegame short,https://lichess.org/1cNmXOuy#24,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Steinitz_Gambit
782,00jgd,5Q2/8/8/8/pn6/k6r/8/2K5 w - - 2 83,f8d6 h3c3 c1d2 c3d3 d6d3 b4d3,1727,75,94,2232,crushing endgame exposedKing fork long,https://lichess.org/8DDrygoE#164,
783,00jmi,r3k2r/pp2bpp1/2pqnnp1/3pN1B1/3P2PP/2N5/PPP1QP2/2K1R2R b kq - 2 15,e6g5 h4g5 h8h1 e1h1,1344,110,26,21,advantage middlegame short,https://lichess.org/9QAXaeaN/black#29,French_Defense French_Defense_Knight_Variation
784,00jxj,2kr4/2p3pp/1pP1p2q/pr6/4RP2/Q4P2/PB1p1K1P/3R4 w - - 3 29,f2g2 b5h5,2003,77,55,86,crushing middlegame oneMove,https://lichess.org/8ImwhPxu#56,
785,00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,863,130,81,48,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/wDp8QswW#54,
786,00k6k,r2q1rk1/p1p1bpp1/2p1bn1p/8/2Pp3B/1PNBPP2/P5PP/R2Q1RK1 w - - 0 14,e3d4 d8d4 h4f2 d4c3,1030,76,84,194,advantage fork opening short,https://lichess.org/JsKisVgT#26,English_Opening English_Opening_Kings_English_Variation
787,00kCm,2r3k1/3n1pp1/pq2r1p1/2p5/3b4/BP5P/P2N1PP1/R1Q1R1K1 w - - 0 23,a3b2 e6e1 c1e1 d4b2 d2c4 b6f6 c4b2 f6b2,1774,76,93,6038,advantage middlegame veryLong,https://lichess.org/gGz3J9oc#44,
788,00kDo,8/5ppk/6qp/P1p1p3/2B4Q/1P2PbP1/5P1P/6K1 w - - 1 37,a5a6 g6b1 c4f1 f3e2 h4h3 e2a6,1877,75,86,680,advantage endgame long pin,https://lichess.org/dYy9DNqE#72,
789,00kF8,1k6/1p6/8/4r1n1/6P1/6QP/PPPK4/4r3 w - - 9 42,h3h4 g5e4 d2e1 e4g3,1196,78,92,2297,advantage discoveredAttack endgame fork short,https://lichess.org/BRKJV5qW#82,
790,00kHM,3r1rk1/pp2npp1/1q2b2p/3p4/4n3/PBP2N1P/1P1N1PP1/R2Q1RK1 w - - 4 16,d2e4 d5e4 f3d4 d8d4,2020,75,92,1042,crushing middlegame short,https://lichess.org/com04Zfp#30,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
791,00kQE,1rb3k1/p5pp/1p6/3R4/2B1p3/8/PP3rPP/1K5R b - - 1 26,g8h8 d5d8 f2f8 d8f8,559,99,89,831,backRankMate endgame mate mateIn2 short,https://lichess.org/X9v1Mn91/black#51,
792,00kRi,2r1kb1r/p1q2ppp/2p1p3/3pPbP1/Q2P3P/2R2P2/PP1N4/R1B1K3 w Qk - 3 20,c3c6 c7c6 a4c6 c8c6,733,101,81,343,crushing middlegame short,https://lichess.org/KE2mWPfP#38,
793,00kT1,r2q1rk1/pb2bpp1/2p1p3/4P3/2nP3p/P1PQBN1P/2B2PP1/R4RK1 b - - 5 18,c4e3 d3h7,959,77,64,99,mate mateIn1 middlegame oneMove,https://lichess.org/KBx6qbtc/black#35,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
794,00kXF,6rr/p1k1qp2/Ppn1p3/3pP1b1/QP1n1NNp/3P3P/3B2PK/1R2R3 b - - 2 32,c7b8 b4b5 g5f4 d2f4 g8g4 h3g4,1646,74,90,1154,crushing long middlegame,https://lichess.org/y2IIeAMQ/black#63,
795,00kZF,r3r3/1p1n2pk/2p1pq1p/2P5/1p2R3/P2Q1N1P/5PP1/R5K1 b - - 1 24,f6a1 e4e1 h7h8 e1a1,1347,75,90,2229,crushing discoveredAttack middlegame short,https://lichess.org/7skMhb04/black#47,
796,00kbs,3r4/pp4pk/2pR2pp/2P5/5nr1/5R2/PPB2P1K/8 b - - 6 34,d8e8 f3f4 g4f4 c2g6 h7g8 g6e8,1561,81,78,60,advantage deflection endgame fork long,https://lichess.org/AZ4bw2mL/black#67,
797,00kdd,7r/1p3p2/p1n2p2/3kpN1P/1PR5/P2P1P2/1K5P/8 b - - 0 29,h8h5 c4c5 d5e6 f5g7,1396,125,52,14,advantage endgame short,https://lichess.org/GmwzgjE0/black#57,
798,00km1,1R3rk1/p2q1ppp/3bpn2/3p4/Q2P4/2N3P1/P3PP1P/2B2RK1 b - - 0 17,d7a4 b8f8 g8f8 c3a4,1411,76,78,597,crushing intermezzo middlegame short,https://lichess.org/W2y2Akcv/black#33,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
799,00l1z,8/8/2p5/7R/2B4P/KP2knp1/P1P5/8 w - - 0 45,h5g5 f3g5 h4g5 g3g2,1292,77,92,462,advancedPawn advantage endgame master short,https://lichess.org/rxdwGjw0#88,
800,00l68,3k2Q1/q7/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 b - - 2 37,d8c7 g8c8 c7b6 c8c6 b6a5 c6b5,1538,78,96,8396,endgame long mate mateIn3,https://lichess.org/jJLdwY9R/black#73,
801,00l7Y,r1b2q2/p3p1bk/2p3p1/3pn2p/8/2NB3P/PPPBQ1P1/5RK1 b - - 1 17,f8d8 e2h5 h7g8 d3g6 e5g6 h5g6,1562,74,99,1695,advantage deflection long middlegame pin,https://lichess.org/8zmb6Ot6/black#33,Sicilian_Defense Sicilian_Defense_Open
802,00lA1,r3k2r/ppp3Np/3p2pB/2b1p3/2B1P3/2NP3q/PPP2P2/R2R2K1 b - - 3 17,e8d8 h6g5 d8d7 c4e6 h3e6 g7e6,1679,74,99,265,advantage fork long middlegame,https://lichess.org/UXSJkHbF/black#33,Four_Knights_Game Four_Knights_Game_Spanish_Variation
803,00lG8,1r2b1k1/5ppp/1r2p3/2Q5/p3P3/5P2/P1P3PP/2KR4 w - - 5 26,d1d8 b6b1 c1d2 b8d8,1260,76,73,190,advantage endgame short,https://lichess.org/5GuRg1Gx#50,
804,00lHu,8/p7/6P1/4p3/R4pK1/1r2k2P/8/8 b - - 0 47,f4f3 g6g7 b3b8 a4a3,1635,75,96,5012,advancedPawn crushing endgame rookEndgame short,https://lichess.org/kX9fNCdN/black#93,
805,00lIV,r2qr1k1/pb2bppp/2p2n2/3pN1B1/2P5/4P3/PPQ2PPP/3RKB1R w K - 3 13,f1e2 e7b4 e1f1 e8e5,1843,76,94,2064,crushing discoveredAttack middlegame short,https://lichess.org/6IHxFPRp#24,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
806,00lJm,5r1k/ppp1nBp1/3pN3/7p/3P3P/2P2RK1/PP3QP1/1q5r b - - 6 26,f8f7 f3f7 b1d3 f2f3,2280,84,90,1708,advantage hangingPiece middlegame short,https://lichess.org/iXsE09XZ/black#51,
807,00lPH,5r1k/ppp3pp/1bp2rq1/4B3/Q1BP4/2P4b/PP1N2PK/4R2R w - - 0 21,e5g3 h3g2 h1f1 g2f1,2106,88,63,26,crushing middlegame short,https://lichess.org/IO95HyLK#40,
808,00lY4,2R3k1/rb3ppp/pn2p3/4P3/1P1P1P2/P4B2/6PP/5RK1 b - - 0 23,b6c8 f1c1 c8b6 c1c7 b7f3 c7a7,1858,74,91,181,advantage endgame long,https://lichess.org/maqTkdnt/black#45,
809,00ldC,3r1r2/pp3pk1/2p1pRp1/6Qp/2P5/P7/1q4PP/5R1K b - - 1 31,d8d2 f6g6 f7g6 g5e7 g7h6 e7f8 b2g7 f8f4 h6h7 f4d2,1788,74,92,471,advantage clearance deflection endgame fork sacrifice veryLong,https://lichess.org/xdFXCpYF/black#61,
810,00lhJ,3q3k/3n4/3PQ2p/p3P1r1/P1P4b/2N1p2P/1r6/R5RK b - - 1 32,d7e5 e6h6 h8g8 h6h4 b2h2 h1h2 e5f3 h2h1 f3h4 g1g5,2459,80,84,178,crushing fork middlegame veryLong,https://lichess.org/kllp2DcO/black#63,
811,00liA,8/3K4/2r5/6k1/6p1/6Pp/3R3P/8 b - - 2 54,c6a6 d2d5 g5g6 d5d6 a6d6 d7d6 g6f6 d6d5 f6f5 d5d4,905,91,53,33,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/s4AcDFcp/black#107,
812,00luO,2r2rk1/p4pp1/1p2p2p/4N3/q2P2PP/P7/1PnQ1P2/1K1R2R1 w - - 1 26,g4g5 a4b3 g1g3 c2a3 b1a1 a3c2,2196,77,84,80,crushing long master middlegame pin queensideAttack,https://lichess.org/O9HXyn6b#50,
813,00m47,rn1r2k1/pp2qppp/4pn2/6B1/2B1b2N/8/PPP1QPPP/2KR3R b - - 7 15,e4c6 h4f5 d8d1 h1d1,1900,76,87,185,crushing middlegame short,https://lichess.org/NdpM8N8n/black#29,Scandinavian_Defense Scandinavian_Defense_Main_Line
814,00m4W,r2qk1nr/pb1p3p/1pn2pp1/2b1p3/2BNPP2/4B3/PPP3PP/RN1Q1RK1 w kq - 0 11,d4c6 c5e3,1570,79,74,61,advantage hangingPiece kingsideAttack middlegame oneMove,https://lichess.org/MymXEoRQ#20,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
